,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
404,2014.0,Alabama,4-year,8773.0,Private,,Room,Board
405,2014.0,Alabama,2-year,4108.0,Public,In-State,Fees,Tuition
406,2014.0,Alabama,4-year,8503.0,Public,In-State,Fees,Tuition
407,,,,,,,,
408,2014.0,Alabama,2-year,7855.0,Public,Out-of-State,Fees,Tuition
409,2014.0,Alabama,4-year,21389.0,Public,Out-of-State,,Tuition
410,2014.0,Alabama,4-year,8744.0,Public,Out-of-State,,Board
411,2014.0,Alaska,4-year,20943.0,Private,,Fees,Tuition
412,2014.0,Alaska,4-year,9319.0,Private,,,Board
413,9999.0,Alaska,2-year,4652.0,Public,In-State,Fees,Tuition
414,2014.0,Alaska,4-year,6141.0,Public,In-State,,Tuition
415,2014.0,Alaska,4-year,9556.0,Public,In-State,Room,Board
416,2014.0,Alaska,2-year,4569.0,Public,Out-of-State,Fees,Tuition
417,9999.0,Alaska,4-year,18458.0,Public,Out-of-State,Fees,Tuition
418,2014.0,Alaska,4-year,9556.0,Public,Out-of-State,Room,Board
419,2014.0,Arizona,4-year,11462.0,Private,,Fees,Tuition
420,2014.0,Arizona,4-year,8734.0,Private,,Room,Board
421,2014.0,Arizona,2-year,1949.0,Public,In-State,Fees,Tuition
422,2014.0,Arizona,4-year,9906.0,Public,In-State,,Tuition
423,,,,,,,,
424,2014.0,Arizona,2-year,7994.0,Public,Out-of-State,Fees,Tuition
425,2014.0,Arizona,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
426,2014.0,Arizona,4-year,9877.0,Public,Out-of-State,Room,Board
427,2014.0,AR,4-year,19104.0,Private,,Fees,Tuition
428,2014.0,AR,4-year,9999999.0,Private,,Room,Board
429,2014.0,AR,2-year,2812.0,Public,In-State,Fees,Tuition
430,2014.0,AR,4-year,6894.0,Public,In-State,Fees,Tuition
431,2014.0,AR,4-year,7760.0,Public,In-State,Room,Board
432,2014.0,AR,2-year,4905.0,Public,Out-of-State,Fees,Tuition
433,2014.0,AR,4-year,16266.0,Public,Out-of-State,Fees,Tuition
434,,,,,,,,
435,2014.0,California,4-year,29678.0,Private,,Fees,Tuition
436,2014.0,California,4-year,9999999.0,Private,,,Board
437,2014.0,California,2-year,1233.0,Public,In-State,Fees,Tuition
438,2014.0,California,4-year,8903.0,Public,In-State,Fees,Tuition
439,2014.0,California,4-year,12380.0,Public,In-State,,Board
440,,,,,,,,
441,2014.0,California,4-year,30663.0,Public,Out-of-State,Fees,Tuition
442,2014.0,California,4-year,12380.0,Public,Out-of-State,Room,Board
443,2014.0,Colorado,4-year,20359.0,Private,,Fees,Tuition
444,2014.0,Colorado,4-year,11114.0,Private,,Room,Board
445,2014.0,Colorado,2-year,3160.0,Public,In-State,Fees,Tuition
446,2014.0,Colorado,4-year,8228.0,Public,In-State,Fees,Tuition
447,2014.0,Colorado,4-year,10751.0,Public,In-State,Room,Board
448,2014.0,Colorado,2-year,9261.0,Public,Out-of-State,Fees,Tuition
449,2014.0,Colorado,4-year,26233.0,Public,Out-of-State,Fees,Tuition
450,2014.0,Colorado,4-year,10751.0,Public,Out-of-State,Room,Board
451,2014.0,Connecticut,4-year,35407.0,Private,,Fees,Tuition
452,2014.0,Connecticut,4-year,13311.0,Private,,Room,Board
453,2014.0,Connecticut,2-year,3824.0,Public,In-State,Fees,Tuition
454,,,,,,,,
455,2014.0,Connecticut,4-year,11514.0,Public,In-State,Room,Board
456,2014.0,Connecticut,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
457,,,,,,,,
458,2014.0,Connecticut,4-year,11514.0,Public,Out-of-State,Room,Board
459,2014.0,Delaware,4-year,13444.0,Private,,Fees,Tuition
460,2014.0,Delaware,4-year,10777.0,Private,,Room,Board
461,2014.0,Delaware,2-year,9999999.0,Public,In-State,Fees,Tuition
462,2014.0,Delaware,4-year,11278.0,Public,In-State,Fees,Tuition
463,2014.0,Delaware,4-year,11408.0,Public,In-State,Room,Board
464,2014.0,Delaware,2-year,7910.0,Public,Out-of-State,,Tuition
465,2014.0,Delaware,4-year,27162.0,Public,Out-of-State,Fees,Tuition
466,,,,,,,,
467,2014.0,District of Columbia,4-year,36723.0,Private,,Fees,Tuition
468,2014.0,District of Columbia,4-year,13171.0,Private,,Room,Board
469,2014.0,District of Columbia,4-year,7255.0,Public,In-State,Fees,Tuition
470,2014.0,District of Columbia,4-year,14535.0,Public,Out-of-State,Fees,Tuition
471,,,,,,,,
472,,,,,,,,
473,2014.0,Florida,2-year,9999999.0,Public,In-State,Fees,Tuition
474,2014.0,Florida,4-year,4423.0,Public,In-State,Fees,Tuition
475,2014.0,Florida,4-year,9949.0,Public,In-State,Room,Board
476,9999.0,Florida,2-year,9362.0,Public,Out-of-State,Fees,Tuition
477,2014.0,Florida,4-year,17077.0,Public,Out-of-State,Fees,Tuition
478,2014.0,Florida,4-year,9949.0,Public,Out-of-State,Room,Board
479,2014.0,Georgia,4-year,23521.0,Private,,,Tuition
480,,,,,,,,
481,2014.0,Georgia,2-year,2926.0,Public,In-State,,Tuition
482,2014.0,Georgia,4-year,6614.0,Public,In-State,Fees,Tuition
483,2014.0,Georgia,4-year,9448.0,Public,In-State,,Board
484,2014.0,Georgia,2-year,7816.0,Public,Out-of-State,Fees,Tuition
485,,,,,,,,
486,2014.0,Georgia,4-year,9448.0,Public,Out-of-State,Room,Board
487,2014.0,Hawaii,4-year,15073.0,Private,,Fees,Tuition
488,2014.0,Hawaii,4-year,12193.0,Private,,Room,Board
489,2014.0,Hawaii,2-year,2608.0,Public,In-State,Fees,Tuition
490,2014.0,Hawaii,4-year,8216.0,Public,In-State,Fees,Tuition
491,2014.0,Hawaii,4-year,9812.0,Public,In-State,Room,Board
492,2014.0,Hawaii,2-year,7360.0,Public,Out-of-State,Fees,Tuition
493,2014.0,Hawaii,4-year,25021.0,Public,Out-of-State,Fees,Tuition
494,2014.0,Hawaii,4-year,9812.0,Public,Out-of-State,Room,Board
495,2014.0,Idaho,4-year,6736.0,Private,,Fees,Tuition
496,2014.0,Idaho,4-year,7427.0,Private,,Room,Board
497,2014.0,Idaho,2-year,2963.0,Public,In-State,Fees,Tuition
498,2014.0,Idaho,4-year,6315.0,Public,In-State,Fees,Tuition
499,2014.0,Idaho,4-year,7503.0,Public,In-State,Room,Board
500,2014.0,Idaho,2-year,7355.0,Public,Out-of-State,Fees,Tuition
501,2014.0,Idaho,4-year,18875.0,Public,Out-of-State,Fees,Tuition
502,2014.0,Idaho,4-year,7503.0,Public,Out-of-State,Room,Board
503,2014.0,Illinois,4-year,27504.0,Private,,Fees,Tuition
504,2014.0,Illinois,4-year,11125.0,Private,,Room,Board
505,2014.0,Illinois,2-year,3306.0,Public,In-State,Fees,Tuition
506,2014.0,Illinois,4-year,12520.0,Public,In-State,Fees,Tuition
507,2014.0,Illinois,4-year,10576.0,Public,In-State,Room,Board
508,2014.0,Illinois,2-year,9417.0,Public,Out-of-State,Fees,Tuition
509,2014.0,Illinois,4-year,27623.0,Public,Out-of-State,Fees,Tuition
510,2014.0,Illinois,4-year,10576.0,Public,Out-of-State,Room,Board
511,2014.0,Indiana,4-year,28035.0,Private,,Fees,Tuition
512,2014.0,Indiana,4-year,9929.0,Private,,Room,Board
513,2014.0,Indiana,2-year,3605.0,Public,In-State,Fees,Tuition
514,2014.0,Indiana,4-year,8443.0,Public,In-State,Fees,Tuition
515,,,,,,,,
516,2014.0,Indiana,2-year,7632.0,Public,Out-of-State,Fees,Tuition
517,2014.0,Indiana,4-year,27001.0,Public,Out-of-State,Fees,Tuition
518,2014.0,Indiana,4-year,9809.0,Public,Out-of-State,Room,Board
519,9999.0,Iowa,4-year,17492.0,Private,,Fees,Tuition
520,,,,,,,,
521,,,,,,,,
522,2014.0,Iowa,4-year,7839.0,Public,In-State,Fees,Tuition
523,2014.0,Iowa,4-year,8695.0,Public,In-State,Room,Board
524,2014.0,Iowa,2-year,5356.0,Public,Out-of-State,Fees,Tuition
525,2014.0,Iowa,4-year,23568.0,Public,Out-of-State,Fees,Tuition
526,2014.0,Iowa,4-year,8695.0,Public,Out-of-State,Room,Board
527,2014.0,Kansas,4-year,20122.0,Private,,Fees,Tuition
528,2014.0,Kansas,4-year,7841.0,Private,,,Board
529,2014.0,Kansas,2-year,2890.0,Public,In-State,Fees,Tuition
530,2014.0,Kansas,4-year,7387.0,Public,In-State,,Tuition
531,2014.0,Kansas,4-year,7247.0,Public,In-State,Room,Board
532,,,,,,,,
533,9999.0,Kansas,4-year,18642.0,Public,Out-of-State,Fees,Tuition
534,2014.0,Kansas,4-year,7247.0,Public,Out-of-State,Room,Board
535,9999.0,Kentucky,4-year,21271.0,Private,,Fees,Tuition
536,2014.0,Kentucky,4-year,8256.0,Private,,Room,Board
537,2014.0,Kentucky,2-year,3487.0,Public,In-State,Fees,Tuition
538,2014.0,Kentucky,4-year,8715.0,Public,In-State,Fees,Tuition
539,2014.0,Kentucky,4-year,8566.0,Public,In-State,Room,Board
540,2014.0,Kentucky,2-year,12125.0,Public,Out-of-State,Fees,Tuition
541,2014.0,Kentucky,4-year,19979.0,Public,Out-of-State,Fees,Tuition
542,2014.0,Kentucky,4-year,8566.0,Public,Out-of-State,Room,Board
543,2014.0,Louisiana,4-year,30257.0,Private,,,Tuition
544,2014.0,Louisiana,4-year,10787.0,Private,,Room,Board
545,2014.0,Louisiana,2-year,3178.0,Public,In-State,Fees,Tuition
546,9999.0,Louisiana,4-year,6585.0,Public,In-State,Fees,Tuition
547,2014.0,Louisiana,4-year,8656.0,Public,In-State,Room,Board
548,2014.0,Louisiana,2-year,6463.0,Public,Out-of-State,Fees,Tuition
549,,,,,,,,
550,2014.0,Louisiana,4-year,8656.0,Public,Out-of-State,,Board
551,,,,,,,,
552,2014.0,Maine,4-year,11523.0,Private,,Room,Board
553,2014.0,Maine,2-year,3545.0,Public,In-State,Fees,Tuition
554,2014.0,Maine,4-year,9368.0,Public,In-State,,Tuition
555,2014.0,Maine,4-year,9755.0,Public,In-State,Room,Board
556,2014.0,Maine,2-year,6254.0,Public,Out-of-State,Fees,Tuition
557,2014.0,Maine,4-year,24791.0,Public,Out-of-State,Fees,Tuition
558,2014.0,Maine,4-year,9755.0,Public,Out-of-State,Room,Board
559,2014.0,Maryland,4-year,34316.0,Private,,Fees,Tuition
560,2014.0,Maryland,4-year,12707.0,Private,,Room,Board
561,2014.0,Maryland,2-year,3550.0,Public,In-State,Fees,Tuition
562,2014.0,Maryland,4-year,8320.0,Public,In-State,Fees,Tuition
563,2014.0,Maryland,4-year,10561.0,Public,In-State,Room,Board
564,2014.0,Maryland,2-year,8453.0,Public,Out-of-State,Fees,Tuition
565,2014.0,Maryland,4-year,20772.0,Public,Out-of-State,Fees,Tuition
566,2014.0,Maryland,4-year,10561.0,Public,Out-of-State,Room,Board
567,2014.0,Massachusetts,4-year,38009.0,Private,,Fees,Tuition
568,2014.0,Massachusetts,4-year,13475.0,Private,,Room,Board
569,2014.0,Massachusetts,2-year,4216.0,Public,In-State,Fees,Tuition
570,2014.0,Massachusetts,4-year,9999999.0,Public,In-State,Fees,Tuition
571,2014.0,Massachusetts,4-year,11115.0,Public,In-State,Room,Board
572,2014.0,Massachusetts,2-year,9561.0,Public,Out-of-State,Fees,Tuition
573,9999.0,Massachusetts,4-year,25461.0,Public,Out-of-State,Fees,Tuition
574,2014.0,Massachusetts,4-year,11115.0,Public,Out-of-State,Room,Board
575,2014.0,Michigan,4-year,9999999.0,Private,,Fees,Tuition
576,,,,,,,,
577,2014.0,Michigan,2-year,2922.0,Public,In-State,,Tuition
578,2014.0,Michigan,4-year,11295.0,Public,In-State,Fees,Tuition
579,2014.0,Michigan,4-year,9121.0,Public,In-State,Room,Board
580,2014.0,Michigan,2-year,6116.0,Public,Out-of-State,Fees,Tuition
581,2014.0,Michigan,4-year,32042.0,Public,Out-of-State,Fees,Tuition
582,2014.0,Michigan,4-year,9121.0,Public,Out-of-State,Room,Board
583,2014.0,Minnesota,4-year,27104.0,Private,,Fees,Tuition
584,2014.0,Minnesota,4-year,9143.0,Private,,Room,Board
585,2014.0,Minnesota,2-year,5387.0,Public,In-State,Fees,Tuition
586,2014.0,Minnesota,4-year,10355.0,Public,In-State,Fees,Tuition
587,2014.0,Minnesota,4-year,8034.0,Public,In-State,Room,Board
588,2014.0,Minnesota,2-year,6203.0,Public,Out-of-State,Fees,Tuition
589,,,,,,,,
590,2014.0,Minnesota,4-year,8034.0,Public,Out-of-State,Room,Board
591,2014.0,Mississippi,4-year,15042.0,Private,,Fees,Tuition
592,2014.0,Mississippi,4-year,6657.0,Private,,Room,Board
593,9999.0,Mississippi,2-year,2409.0,Public,In-State,Fees,Tuition
594,2014.0,Mississippi,4-year,6612.0,Public,In-State,Fees,Tuition
595,9999.0,Mississippi,4-year,7802.0,Public,In-State,Room,Board
596,2014.0,Mississippi,2-year,4467.0,Public,Out-of-State,Fees,Tuition
597,2014.0,Mississippi,4-year,15980.0,Public,Out-of-State,Fees,Tuition
598,2014.0,Mississippi,4-year,7802.0,Public,Out-of-State,,Board
599,2014.0,Missouri,4-year,19523.0,Private,,Fees,Tuition
600,2014.0,Missouri,4-year,8892.0,Private,,Room,Board
601,2014.0,Missouri,2-year,2850.0,Public,In-State,,Tuition
602,2014.0,Missouri,4-year,7998.0,Public,In-State,Fees,Tuition
603,2014.0,Missouri,4-year,8789.0,Public,In-State,Room,Board
604,2014.0,Missouri,2-year,5470.0,Public,Out-of-State,Fees,Tuition
605,2014.0,Missouri,4-year,19319.0,Public,Out-of-State,Fees,Tuition
606,2014.0,Missouri,4-year,8789.0,Public,Out-of-State,Room,Board
607,2014.0,Montana,4-year,20868.0,Private,,,Tuition
608,2014.0,Montana,4-year,7865.0,Private,,Room,Board
609,2014.0,Montana,2-year,9999999.0,Public,In-State,Fees,Tuition
610,2014.0,Montana,4-year,6323.0,Public,In-State,,Tuition
611,2014.0,Montana,4-year,9999999.0,Public,In-State,Room,Board
612,,,,,,,,
613,2014.0,Montana,4-year,20797.0,Public,Out-of-State,Fees,Tuition
614,,,,,,,,
615,2014.0,Nebraska,4-year,19832.0,Private,,Fees,Tuition
616,9999.0,Nebraska,4-year,8052.0,Private,,Room,Board
617,2014.0,Nebraska,2-year,2670.0,Public,In-State,Fees,Tuition
618,2014.0,Nebraska,4-year,7081.0,Public,In-State,Fees,Tuition
619,9999.0,Nebraska,4-year,8556.0,Public,In-State,Room,Board
620,2014.0,Nebraska,2-year,3612.0,Public,Out-of-State,Fees,Tuition
621,2014.0,Nebraska,4-year,16734.0,Public,Out-of-State,Fees,Tuition
622,2014.0,Nebraska,4-year,8556.0,Public,Out-of-State,Room,Board
623,2014.0,Nevada,4-year,16169.0,Private,,Fees,Tuition
624,2014.0,Nevada,4-year,14576.0,Private,,,Board
625,9999.0,Nevada,2-year,2700.0,Public,In-State,Fees,Tuition
626,2014.0,Nevada,4-year,5029.0,Public,In-State,,Tuition
627,2014.0,Nevada,4-year,11007.0,Public,In-State,Room,Board
628,2014.0,Nevada,2-year,9345.0,Public,Out-of-State,Fees,Tuition
629,2014.0,Nevada,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
630,2014.0,Nevada,4-year,11007.0,Public,Out-of-State,Room,Board
631,2014.0,New Hampshire,4-year,31029.0,Private,,Fees,Tuition
632,2014.0,New Hampshire,4-year,12461.0,Private,,Room,Board
633,2014.0,New Hampshire,2-year,7230.0,Public,In-State,Fees,Tuition
634,2014.0,New Hampshire,4-year,14469.0,Public,In-State,Fees,Tuition
635,2014.0,New Hampshire,4-year,10778.0,Public,In-State,,Board
636,2014.0,New Hampshire,2-year,15717.0,Public,Out-of-State,Fees,Tuition
637,9999.0,New Hampshire,4-year,25357.0,Public,Out-of-State,Fees,Tuition
638,2014.0,New Hampshire,4-year,10778.0,Public,Out-of-State,Room,Board
639,2014.0,New Jersey,4-year,32010.0,Private,,Fees,Tuition
640,,,,,,,,
641,2014.0,New Jersey,2-year,3929.0,Public,In-State,Fees,Tuition
642,2014.0,New Jersey,4-year,12266.0,Public,In-State,Fees,Tuition
643,2014.0,New Jersey,4-year,11980.0,Public,In-State,Room,Board
644,2014.0,New Jersey,2-year,6868.0,Public,Out-of-State,Fees,Tuition
645,2014.0,New Jersey,4-year,25637.0,Public,Out-of-State,,Tuition
646,2014.0,New Jersey,4-year,11980.0,Public,Out-of-State,Room,Board
647,2014.0,New Mexico,4-year,17657.0,Private,,Fees,Tuition
648,2014.0,New Mexico,4-year,9811.0,Private,,Room,Board
649,2014.0,New Mexico,2-year,1443.0,Public,In-State,Fees,Tuition
650,,,,,,,,
651,2014.0,New Mexico,4-year,8132.0,Public,In-State,Room,Board
652,2014.0,New Mexico,2-year,4642.0,Public,Out-of-State,Fees,Tuition
653,2014.0,New Mexico,4-year,14647.0,Public,Out-of-State,Fees,Tuition
654,2014.0,New Mexico,4-year,8132.0,Public,Out-of-State,Room,Board
655,2014.0,New York,4-year,33825.0,Private,,Fees,Tuition
656,2014.0,New York,4-year,13230.0,Private,,,Board
657,2014.0,New York,2-year,4507.0,Public,In-State,,Tuition
658,2014.0,New York,4-year,6892.0,Public,In-State,,Tuition
659,2014.0,New York,4-year,12865.0,Public,In-State,Room,Board
660,2014.0,New York,2-year,8148.0,Public,Out-of-State,Fees,Tuition
661,2014.0,New York,4-year,17082.0,Public,Out-of-State,Fees,Tuition
662,,,,,,,,
663,2014.0,North Carolina,4-year,27284.0,Private,,Fees,Tuition
664,2014.0,North Carolina,4-year,10258.0,Private,,Room,Board
665,2014.0,North Carolina,2-year,2304.0,Public,In-State,,Tuition
666,2014.0,North Carolina,4-year,6578.0,Public,In-State,Fees,Tuition
667,2014.0,North Carolina,4-year,8619.0,Public,In-State,Room,Board
668,2014.0,North Carolina,2-year,8255.0,Public,Out-of-State,Fees,Tuition
669,2014.0,North Carolina,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
670,2014.0,North Carolina,4-year,8619.0,Public,Out-of-State,Room,Board
671,2014.0,North Dakota,4-year,12408.0,Private,,,Tuition
672,2014.0,North Dakota,4-year,5715.0,Private,,Room,Board
673,2014.0,North Dakota,2-year,3978.0,Public,In-State,Fees,Tuition
674,2014.0,North Dakota,4-year,6824.0,Public,In-State,Fees,Tuition
675,2014.0,North Dakota,4-year,6890.0,Public,In-State,,Board
676,2014.0,North Dakota,2-year,8157.0,Public,Out-of-State,Fees,Tuition
677,,,,,,,,
678,,,,,,,,
679,2014.0,Ohio,4-year,26917.0,Private,,,Tuition
680,2014.0,Ohio,4-year,9939.0,Private,,Room,Board
681,2014.0,Ohio,2-year,3544.0,Public,In-State,Fees,Tuition
682,2014.0,Ohio,4-year,9443.0,Public,In-State,Fees,Tuition
683,2014.0,Ohio,4-year,10557.0,Public,In-State,,Board
684,2014.0,Ohio,2-year,7313.0,Public,Out-of-State,Fees,Tuition
685,2014.0,Ohio,4-year,21939.0,Public,Out-of-State,Fees,Tuition
686,2014.0,Ohio,4-year,10557.0,Public,Out-of-State,Room,Board
687,2014.0,Oklahoma,4-year,9999999.0,Private,,Fees,Tuition
688,2014.0,Oklahoma,4-year,9999999.0,Private,,Room,Board
689,2014.0,Oklahoma,2-year,3062.0,Public,In-State,Fees,Tuition
690,,,,,,,,
691,2014.0,Oklahoma,4-year,7452.0,Public,In-State,Room,Board
692,2014.0,Oklahoma,2-year,7461.0,Public,Out-of-State,Fees,Tuition
693,2014.0,Oklahoma,4-year,17009.0,Public,Out-of-State,Fees,Tuition
694,,,,,,,,
695,,,,,,,,
696,2014.0,Oregon,4-year,10786.0,Private,,Room,Board
697,,,,,,,,
698,2014.0,Oregon,4-year,8616.0,Public,In-State,Fees,Tuition
699,2014.0,Oregon,4-year,10537.0,Public,In-State,Room,Board
700,2014.0,Oregon,2-year,8038.0,Public,Out-of-State,Fees,Tuition
701,2014.0,Oregon,4-year,26144.0,Public,Out-of-State,Fees,Tuition
702,,,,,,,,
703,2014.0,Pennsylvania,4-year,34313.0,Private,,Fees,Tuition
704,2014.0,Pennsylvania,4-year,11926.0,Private,,Room,Board
705,2014.0,Pennsylvania,2-year,4352.0,Public,In-State,Fees,Tuition
706,2014.0,Pennsylvania,4-year,12607.0,Public,In-State,Fees,Tuition
707,2014.0,Pennsylvania,4-year,10164.0,Public,In-State,Room,Board
708,,,,,,,,
709,2014.0,Pennsylvania,4-year,23571.0,Public,Out-of-State,Fees,Tuition
710,2014.0,Pennsylvania,4-year,10164.0,Public,Out-of-State,Room,Board
711,2014.0,Rhode Island,4-year,35036.0,Private,,Fees,Tuition
712,2014.0,Rhode Island,4-year,11671.0,Private,,,Board
713,2014.0,Rhode Island,2-year,3944.0,Public,In-State,Fees,Tuition
714,2014.0,Rhode Island,4-year,10809.0,Public,In-State,Fees,Tuition
715,2014.0,Rhode Island,4-year,10952.0,Public,In-State,Room,Board
716,,,,,,,,
717,2014.0,Rhode Island,4-year,26763.0,Public,Out-of-State,,Tuition
718,2014.0,Rhode Island,4-year,10952.0,Public,Out-of-State,Room,Board
719,2014.0,SC,4-year,21769.0,Private,,Fees,Tuition
720,2014.0,SC,4-year,8401.0,Private,,Room,Board
721,,,,,,,,
722,2014.0,SC,4-year,11066.0,Public,In-State,Fees,Tuition
723,2014.0,SC,4-year,8438.0,Public,In-State,Room,Board
724,2014.0,SC,2-year,8063.0,Public,Out-of-State,Fees,Tuition
725,2014.0,SC,4-year,27040.0,Public,Out-of-State,Fees,Tuition
726,2014.0,SC,4-year,8438.0,Public,Out-of-State,Room,Board
727,2014.0,South Dakota,4-year,20114.0,Private,,Fees,Tuition
728,2014.0,South Dakota,4-year,7410.0,Private,,Room,Board
729,2014.0,South Dakota,2-year,4800.0,Public,In-State,Fees,Tuition
730,,,,,,,,
731,2014.0,South Dakota,4-year,6695.0,Public,In-State,Room,Board
732,2014.0,South Dakota,2-year,4822.0,Public,Out-of-State,Fees,Tuition
733,2014.0,South Dakota,4-year,10201.0,Public,Out-of-State,Fees,Tuition
734,2014.0,South Dakota,4-year,6695.0,Public,Out-of-State,Room,Board
735,2014.0,Tennessee,4-year,22561.0,Private,,Fees,Tuition
736,2014.0,Tennessee,4-year,9148.0,Private,,Room,Board
737,2014.0,Tennessee,2-year,3637.0,Public,In-State,Fees,Tuition
738,,,,,,,,
739,,,,,,,,
740,,,,,,,,
741,2014.0,Tennessee,4-year,23290.0,Public,Out-of-State,,Tuition
742,2014.0,Tennessee,4-year,8307.0,Public,Out-of-State,Room,Board
743,2014.0,Texas,4-year,26382.0,Private,,Fees,Tuition
744,2014.0,Texas,4-year,9910.0,Private,,Room,Board
745,2014.0,Texas,2-year,1898.0,Public,In-State,Fees,Tuition
746,,,,,,,,
747,2014.0,Texas,4-year,9999999.0,Public,In-State,Room,Board
748,2014.0,Texas,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
749,2014.0,Texas,4-year,20420.0,Public,Out-of-State,Fees,Tuition
750,2014.0,Texas,4-year,8735.0,Public,Out-of-State,Room,Board
751,2014.0,UT,4-year,7765.0,Private,,Fees,Tuition
752,,,,,,,,
753,2014.0,UT,2-year,3342.0,Public,In-State,Fees,Tuition
754,2014.0,UT,4-year,5656.0,Public,In-State,Fees,Tuition
755,2014.0,UT,4-year,7147.0,Public,In-State,Room,Board
756,2014.0,UT,2-year,10594.0,Public,Out-of-State,Fees,Tuition
757,2014.0,UT,4-year,17441.0,Public,Out-of-State,,Tuition
758,2014.0,UT,4-year,7147.0,Public,Out-of-State,Room,Board
759,2014.0,VT,4-year,36449.0,Private,,Fees,Tuition
760,2014.0,VT,4-year,11460.0,Private,,Room,Board
761,2014.0,VT,2-year,5668.0,Public,In-State,Fees,Tuition
762,2014.0,VT,4-year,13952.0,Public,In-State,Fees,Tuition
763,2014.0,VT,4-year,10121.0,Public,In-State,Room,Board
764,9999.0,VT,2-year,11236.0,Public,Out-of-State,Fees,Tuition
765,2014.0,VT,4-year,33700.0,Public,Out-of-State,Fees,Tuition
766,2014.0,VT,4-year,10121.0,Public,Out-of-State,Room,Board
767,2014.0,Virginia,4-year,22280.0,Private,,Fees,Tuition
768,2014.0,Virginia,4-year,9548.0,Private,,Room,Board
769,2014.0,Virginia,2-year,4095.0,Public,In-State,Fees,Tuition
770,2014.0,Virginia,4-year,10531.0,Public,In-State,Fees,Tuition
771,2014.0,Virginia,4-year,9316.0,Public,In-State,Room,Board
772,2014.0,Virginia,2-year,8824.0,Public,Out-of-State,Fees,Tuition
773,2014.0,Virginia,4-year,28578.0,Public,Out-of-State,Fees,Tuition
774,2014.0,Virginia,4-year,9316.0,Public,Out-of-State,,Board
775,9999.0,WA,4-year,31599.0,Private,,Fees,Tuition
776,2014.0,WA,4-year,10266.0,Private,,Room,Board
777,2014.0,WA,2-year,4026.0,Public,In-State,Fees,Tuition
778,2014.0,WA,4-year,8766.0,Public,In-State,Fees,Tuition
779,2014.0,WA,4-year,10519.0,Public,In-State,Room,Board
780,2014.0,WA,2-year,7108.0,Public,Out-of-State,Fees,Tuition
781,2014.0,WA,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
782,2014.0,WA,4-year,10519.0,Public,Out-of-State,Room,Board
783,2014.0,West Virginia,4-year,11050.0,Private,,Fees,Tuition
784,,,,,,,,
785,2014.0,West Virginia,2-year,3403.0,Public,In-State,Fees,Tuition
