,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
2075,,,,,,,,
2076,2018.0,District of Columbia,4-year,12092.0,Public,Out-of-State,Fees,Tuition
2077,2018.0,Florida,4-year,25531.0,Private,,Fees,Tuition
2078,2018.0,Florida,4-year,11804.0,Private,,Room,Board
2079,2018.0,Florida,2-year,2506.0,Public,In-State,,Tuition
2080,2018.0,Florida,4-year,4455.0,Public,In-State,Fees,Tuition
2081,2018.0,Florida,4-year,10441.0,Public,In-State,,Board
2082,2018.0,Florida,2-year,9111.0,Public,Out-of-State,,Tuition
2083,2018.0,Florida,4-year,18241.0,Public,Out-of-State,Fees,Tuition
2084,2018.0,Florida,4-year,10441.0,Public,Out-of-State,Room,Board
2085,2018.0,Georgia,4-year,27813.0,Private,,Fees,Tuition
2086,2018.0,Georgia,4-year,12600.0,Private,,Room,Board
2087,2018.0,Georgia,2-year,2901.0,Public,In-State,Fees,Tuition
2088,2018.0,Georgia,4-year,7206.0,Public,In-State,Fees,Tuition
2089,2018.0,Georgia,4-year,9999999.0,Public,In-State,Room,Board
2090,2018.0,Georgia,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
2091,2018.0,Georgia,4-year,9999999.0,Public,Out-of-State,,Tuition
2092,2018.0,Georgia,4-year,10499.0,Public,Out-of-State,Room,Board
2093,2018.0,Hawaii,4-year,16447.0,Private,,Fees,Tuition
2094,2018.0,Hawaii,4-year,12411.0,Private,,,Board
2095,,,,,,,,
2096,2018.0,Hawaii,4-year,9999999.0,Public,In-State,Fees,Tuition
2097,2018.0,Hawaii,4-year,11492.0,Public,In-State,Room,Board
2098,2018.0,Hawaii,2-year,8216.0,Public,Out-of-State,Fees,Tuition
2099,2018.0,Hawaii,4-year,31019.0,Public,Out-of-State,Fees,Tuition
2100,2018.0,Hawaii,4-year,11492.0,Public,Out-of-State,Room,Board
2101,2018.0,Idaho,4-year,5833.0,Private,,Fees,Tuition
2102,2018.0,Idaho,4-year,7655.0,Private,,Room,Board
2103,2018.0,Idaho,2-year,3282.0,Public,In-State,Fees,Tuition
2104,2018.0,Idaho,4-year,7247.0,Public,In-State,Fees,Tuition
2105,9999.0,Idaho,4-year,8208.0,Public,In-State,Room,Board
2106,2018.0,Idaho,2-year,7732.0,Public,Out-of-State,Fees,Tuition
2107,2018.0,Idaho,4-year,22601.0,Public,Out-of-State,Fees,Tuition
2108,2018.0,Idaho,4-year,8208.0,Public,Out-of-State,Room,Board
2109,2018.0,Illinois,4-year,32491.0,Private,,Fees,Tuition
2110,2018.0,Illinois,4-year,12554.0,Private,,Room,Board
2111,2018.0,Illinois,2-year,3891.0,Public,In-State,Fees,Tuition
2112,,,,,,,,
2113,2018.0,Illinois,4-year,11118.0,Public,In-State,Room,Board
2114,2018.0,Illinois,2-year,10989.0,Public,Out-of-State,Fees,Tuition
2115,2018.0,Illinois,4-year,28618.0,Public,Out-of-State,Fees,Tuition
2116,2018.0,Illinois,4-year,11118.0,Public,Out-of-State,Room,Board
2117,2018.0,Indiana,4-year,32338.0,Private,,Fees,Tuition
2118,2018.0,Indiana,4-year,11425.0,Private,,Room,Board
2119,2018.0,Indiana,2-year,4255.0,Public,In-State,Fees,Tuition
2120,2018.0,Indiana,4-year,9038.0,Public,In-State,Fees,Tuition
2121,9999.0,Indiana,4-year,9999999.0,Public,In-State,Room,Board
2122,2018.0,Indiana,2-year,8211.0,Public,Out-of-State,Fees,Tuition
2123,2018.0,Indiana,4-year,28805.0,Public,Out-of-State,Fees,Tuition
2124,2018.0,Indiana,4-year,10259.0,Public,Out-of-State,Room,Board
2125,2018.0,Iowa,4-year,27991.0,Private,,Fees,Tuition
2126,2018.0,Iowa,4-year,9389.0,Private,,,Board
2127,2018.0,Iowa,2-year,4923.0,Public,In-State,Fees,Tuition
2128,2018.0,Iowa,4-year,8766.0,Public,In-State,Fees,Tuition
2129,2018.0,Iowa,4-year,9660.0,Public,In-State,Room,Board
2130,2018.0,Iowa,2-year,6581.0,Public,Out-of-State,Fees,Tuition
2131,2018.0,Iowa,4-year,26214.0,Public,Out-of-State,Fees,Tuition
2132,2018.0,Iowa,4-year,9660.0,Public,Out-of-State,Room,Board
2133,2018.0,Kansas,4-year,21316.0,Private,,Fees,Tuition
2134,2018.0,Kansas,4-year,8924.0,Private,,Room,Board
2135,2018.0,Kansas,2-year,3382.0,Public,In-State,Fees,Tuition
2136,9999.0,Kansas,4-year,8737.0,Public,In-State,Fees,Tuition
2137,2018.0,Kansas,4-year,9227.0,Public,In-State,Room,Board
2138,2018.0,Kansas,2-year,4611.0,Public,Out-of-State,Fees,Tuition
2139,2018.0,Kansas,4-year,22615.0,Public,Out-of-State,Fees,Tuition
2140,2018.0,Kansas,4-year,9227.0,Public,Out-of-State,Room,Board
2141,2018.0,Kentucky,4-year,26719.0,Private,,Fees,Tuition
2142,9999.0,Kentucky,4-year,9229.0,Private,,Room,Board
2143,2018.0,Kentucky,2-year,4106.0,Public,In-State,Fees,Tuition
2144,2018.0,Kentucky,4-year,10365.0,Public,In-State,Fees,Tuition
2145,2018.0,Kentucky,4-year,10380.0,Public,In-State,Room,Board
2146,2018.0,Kentucky,2-year,13825.0,Public,Out-of-State,Fees,Tuition
2147,2018.0,Kentucky,4-year,24632.0,Public,Out-of-State,Fees,Tuition
2148,2018.0,Kentucky,4-year,10380.0,Public,Out-of-State,,Board
2149,2018.0,Louisiana,4-year,36715.0,Private,,Fees,Tuition
2150,2018.0,Louisiana,4-year,12737.0,Private,,Room,Board
2151,2018.0,Louisiana,2-year,4092.0,Public,In-State,Fees,Tuition
2152,2018.0,Louisiana,4-year,9165.0,Public,In-State,Fees,Tuition
2153,2018.0,Louisiana,4-year,9671.0,Public,In-State,,Board
2154,2018.0,Louisiana,2-year,7057.0,Public,Out-of-State,Fees,Tuition
2155,2018.0,Louisiana,4-year,21632.0,Public,Out-of-State,Fees,Tuition
2156,2018.0,Louisiana,4-year,9671.0,Public,Out-of-State,Room,Board
2157,2018.0,Maine,4-year,37043.0,Private,,Fees,Tuition
2158,2018.0,Maine,4-year,12951.0,Private,,Room,Board
2159,2018.0,Maine,2-year,3698.0,Public,In-State,Fees,Tuition
2160,,,,,,,,
2161,2018.0,Maine,4-year,9836.0,Public,In-State,,Board
2162,2018.0,Maine,2-year,6498.0,Public,Out-of-State,Fees,Tuition
2163,2018.0,Maine,4-year,26939.0,Public,Out-of-State,Fees,Tuition
2164,9999.0,Maine,4-year,9836.0,Public,Out-of-State,Room,Board
2165,2018.0,Maryland,4-year,41859.0,Private,,,Tuition
2166,2018.0,Maryland,4-year,13826.0,Private,,Room,Board
2167,2018.0,Maryland,2-year,4090.0,Public,In-State,,Tuition
2168,2018.0,Maryland,4-year,9289.0,Public,In-State,Fees,Tuition
2169,2018.0,Maryland,4-year,11888.0,Public,In-State,Room,Board
2170,2018.0,Maryland,2-year,9467.0,Public,Out-of-State,Fees,Tuition
2171,2018.0,Maryland,4-year,24353.0,Public,Out-of-State,Fees,Tuition
2172,2018.0,Maryland,4-year,11888.0,Public,Out-of-State,Room,Board
2173,2018.0,Massachusetts,4-year,44384.0,Private,,Fees,Tuition
2174,2018.0,Massachusetts,4-year,15175.0,Private,,,Board
2175,2018.0,Massachusetts,2-year,9999999.0,Public,In-State,Fees,Tuition
2176,2018.0,Massachusetts,4-year,12778.0,Public,In-State,Fees,Tuition
2177,2018.0,Massachusetts,4-year,12451.0,Public,In-State,Room,Board
2178,2018.0,Massachusetts,2-year,10006.0,Public,Out-of-State,Fees,Tuition
2179,2018.0,Massachusetts,4-year,29774.0,Public,Out-of-State,Fees,Tuition
2180,2018.0,Massachusetts,4-year,9999999.0,Public,Out-of-State,Room,Board
2181,2018.0,Michigan,4-year,26964.0,Private,,Fees,Tuition
2182,2018.0,Michigan,4-year,9700.0,Private,,Room,Board
2183,2018.0,Michigan,2-year,3469.0,Public,In-State,Fees,Tuition
2184,2018.0,Michigan,4-year,12435.0,Public,In-State,Fees,Tuition
2185,2018.0,Michigan,4-year,10230.0,Public,In-State,Room,Board
2186,,,,,,,,
2187,2018.0,Michigan,4-year,37600.0,Public,Out-of-State,Fees,Tuition
2188,2018.0,Michigan,4-year,10230.0,Public,Out-of-State,Room,Board
2189,2018.0,Minnesota,4-year,32416.0,Private,,Fees,Tuition
2190,2018.0,Minnesota,4-year,10300.0,Private,,Room,Board
2191,2018.0,Minnesota,2-year,5381.0,Public,In-State,Fees,Tuition
2192,2018.0,Minnesota,4-year,11226.0,Public,In-State,,Tuition
2193,9999.0,Minnesota,4-year,9194.0,Public,In-State,Room,Board
2194,2018.0,Minnesota,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
2195,2018.0,Minnesota,4-year,20736.0,Public,Out-of-State,Fees,Tuition
2196,,,,,,,,
2197,,,,,,,,
2198,2018.0,Mississippi,4-year,8149.0,Private,,Room,Board
2199,2018.0,Mississippi,2-year,3182.0,Public,In-State,Fees,Tuition
2200,2018.0,Mississippi,4-year,7980.0,Public,In-State,Fees,Tuition
2201,2018.0,Mississippi,4-year,9739.0,Public,In-State,Room,Board
2202,2018.0,Mississippi,2-year,5626.0,Public,Out-of-State,Fees,Tuition
2203,2018.0,Mississippi,4-year,19691.0,Public,Out-of-State,Fees,Tuition
2204,2018.0,Mississippi,4-year,9739.0,Public,Out-of-State,,Board
2205,,,,,,,,
2206,2018.0,Missouri,4-year,10008.0,Private,,Room,Board
2207,2018.0,Missouri,2-year,3273.0,Public,In-State,Fees,Tuition
2208,2018.0,Missouri,4-year,8387.0,Public,In-State,Fees,Tuition
2209,2018.0,Missouri,4-year,9719.0,Public,In-State,Room,Board
2210,2018.0,Missouri,2-year,6157.0,Public,Out-of-State,Fees,Tuition
2211,2018.0,Missouri,4-year,19519.0,Public,Out-of-State,,Tuition
2212,2018.0,Missouri,4-year,9719.0,Public,Out-of-State,Room,Board
2213,2018.0,Montana,4-year,24953.0,Private,,Fees,Tuition
2214,2018.0,Montana,4-year,8786.0,Private,,Room,Board
2215,2018.0,Montana,2-year,3631.0,Public,In-State,Fees,Tuition
2216,2018.0,Montana,4-year,6783.0,Public,In-State,Fees,Tuition
2217,2018.0,Montana,4-year,9018.0,Public,In-State,Room,Board
2218,2018.0,Montana,2-year,8482.0,Public,Out-of-State,Fees,Tuition
2219,2018.0,Montana,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2220,2018.0,Montana,4-year,9018.0,Public,Out-of-State,Room,Board
2221,2018.0,Nebraska,4-year,23659.0,Private,,Fees,Tuition
2222,2018.0,Nebraska,4-year,10939.0,Private,,Room,Board
2223,2018.0,Nebraska,2-year,3212.0,Public,In-State,Fees,Tuition
2224,2018.0,Nebraska,4-year,8188.0,Public,In-State,Fees,Tuition
2225,2018.0,Nebraska,4-year,10260.0,Public,In-State,Room,Board
2226,9999.0,Nebraska,2-year,4101.0,Public,Out-of-State,Fees,Tuition
2227,2018.0,Nebraska,4-year,20555.0,Public,Out-of-State,Fees,Tuition
2228,2018.0,Nebraska,4-year,10260.0,Public,Out-of-State,Room,Board
2229,2018.0,Nevada,4-year,23261.0,Private,,Fees,Tuition
2230,2018.0,Nevada,4-year,12902.0,Private,,Room,Board
2231,2018.0,Nevada,2-year,3075.0,Public,In-State,Fees,Tuition
2232,2018.0,Nevada,4-year,5920.0,Public,In-State,,Tuition
2233,2018.0,Nevada,4-year,10890.0,Public,In-State,Room,Board
2234,2018.0,Nevada,2-year,9853.0,Public,Out-of-State,Fees,Tuition
2235,2018.0,Nevada,4-year,21176.0,Public,Out-of-State,Fees,Tuition
2236,2018.0,Nevada,4-year,10890.0,Public,Out-of-State,Room,Board
2237,2018.0,New Hampshire,4-year,33322.0,Private,,Fees,Tuition
2238,2018.0,New Hampshire,4-year,13709.0,Private,,Room,Board
2239,2018.0,New Hampshire,2-year,7337.0,Public,In-State,,Tuition
2240,2018.0,New Hampshire,4-year,15949.0,Public,In-State,Fees,Tuition
2241,2018.0,New Hampshire,4-year,11621.0,Public,In-State,Room,Board
2242,2018.0,New Hampshire,2-year,15906.0,Public,Out-of-State,Fees,Tuition
2243,2018.0,New Hampshire,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2244,2018.0,New Hampshire,4-year,11621.0,Public,Out-of-State,Room,Board
2245,2018.0,New Jersey,4-year,36589.0,Private,,Fees,Tuition
2246,2018.0,New Jersey,4-year,13732.0,Private,,Room,Board
2247,2018.0,New Jersey,2-year,4536.0,Public,In-State,Fees,Tuition
2248,2018.0,New Jersey,4-year,13633.0,Public,In-State,Fees,Tuition
2249,2018.0,New Jersey,4-year,12908.0,Public,In-State,Room,Board
2250,2018.0,New Jersey,2-year,8049.0,Public,Out-of-State,Fees,Tuition
2251,2018.0,New Jersey,4-year,28649.0,Public,Out-of-State,Fees,Tuition
2252,2018.0,New Jersey,4-year,12908.0,Public,Out-of-State,Room,Board
2253,2018.0,New Mexico,4-year,23865.0,Private,,Fees,Tuition
2254,2018.0,New Mexico,4-year,9755.0,Private,,Room,Board
2255,2018.0,New Mexico,2-year,1666.0,Public,In-State,Fees,Tuition
2256,2018.0,New Mexico,4-year,6718.0,Public,In-State,Fees,Tuition
2257,2018.0,New Mexico,4-year,9085.0,Public,In-State,Room,Board
2258,2018.0,New Mexico,2-year,5318.0,Public,Out-of-State,Fees,Tuition
2259,2018.0,New Mexico,4-year,17533.0,Public,Out-of-State,Fees,Tuition
2260,2018.0,New Mexico,4-year,9999999.0,Public,Out-of-State,Room,Board
2261,2018.0,New York,4-year,39007.0,Private,,Fees,Tuition
2262,,,,,,,,
2263,2018.0,New York,2-year,5229.0,Public,In-State,Fees,Tuition
2264,2018.0,New York,4-year,7938.0,Public,In-State,Fees,Tuition
2265,2018.0,New York,4-year,14405.0,Public,In-State,Room,Board
2266,2018.0,New York,2-year,9151.0,Public,Out-of-State,Fees,Tuition
2267,2018.0,New York,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2268,2018.0,New York,4-year,14405.0,Public,Out-of-State,,Board
2269,2018.0,North Carolina,4-year,32140.0,Private,,Fees,Tuition
2270,2018.0,North Carolina,4-year,11910.0,Private,,Room,Board
2271,2018.0,North Carolina,2-year,2499.0,Public,In-State,Fees,Tuition
2272,2018.0,North Carolina,4-year,7354.0,Public,In-State,Fees,Tuition
2273,2018.0,North Carolina,4-year,9989.0,Public,In-State,Room,Board
2274,2018.0,North Carolina,2-year,8496.0,Public,Out-of-State,Fees,Tuition
2275,2018.0,North Carolina,4-year,24274.0,Public,Out-of-State,Fees,Tuition
2276,2018.0,North Carolina,4-year,9989.0,Public,Out-of-State,Room,Board
2277,2018.0,North Dakota,4-year,15256.0,Private,,Fees,Tuition
2278,2018.0,North Dakota,4-year,7255.0,Private,,Room,Board
2279,2018.0,North Dakota,2-year,4700.0,Public,In-State,Fees,Tuition
2280,,,,,,,,
2281,2018.0,North Dakota,4-year,8311.0,Public,In-State,,Board
2282,2018.0,North Dakota,2-year,9429.0,Public,Out-of-State,Fees,Tuition
2283,2018.0,North Dakota,4-year,19021.0,Public,Out-of-State,Fees,Tuition
2284,,,,,,,,
2285,2018.0,Ohio,4-year,31242.0,Private,,Fees,Tuition
2286,2018.0,Ohio,4-year,11012.0,Private,,Room,Board
2287,2018.0,Ohio,2-year,3672.0,Public,In-State,Fees,Tuition
2288,2018.0,Ohio,4-year,10026.0,Public,In-State,,Tuition
2289,2018.0,Ohio,4-year,11648.0,Public,In-State,Room,Board
2290,2018.0,Ohio,2-year,7456.0,Public,Out-of-State,Fees,Tuition
2291,2018.0,Ohio,4-year,24098.0,Public,Out-of-State,Fees,Tuition
2292,2018.0,Ohio,4-year,11648.0,Public,Out-of-State,Room,Board
2293,2018.0,Oklahoma,4-year,26240.0,Private,,Fees,Tuition
2294,9999.0,Oklahoma,4-year,9302.0,Private,,Room,Board
2295,,,,,,,,
2296,2018.0,Oklahoma,4-year,7623.0,Public,In-State,Fees,Tuition
2297,2018.0,Oklahoma,4-year,8641.0,Public,In-State,Room,Board
2298,,,,,,,,
2299,,,,,,,,
2300,2018.0,Oklahoma,4-year,8641.0,Public,Out-of-State,Room,Board
2301,2018.0,Oregon,4-year,9999999.0,Private,,Fees,Tuition
2302,,,,,,,,
2303,2018.0,Oregon,2-year,4487.0,Public,In-State,Fees,Tuition
2304,2018.0,Oregon,4-year,10363.0,Public,In-State,Fees,Tuition
2305,2018.0,Oregon,4-year,12347.0,Public,In-State,Room,Board
2306,2018.0,Oregon,2-year,8503.0,Public,Out-of-State,Fees,Tuition
2307,9999.0,Oregon,4-year,30487.0,Public,Out-of-State,Fees,Tuition
2308,2018.0,Oregon,4-year,12347.0,Public,Out-of-State,Room,Board
2309,2018.0,Pennsylvania,4-year,40068.0,Private,,,Tuition
2310,2018.0,Pennsylvania,4-year,13171.0,Private,,Room,Board
2311,2018.0,Pennsylvania,2-year,5173.0,Public,In-State,Fees,Tuition
2312,2018.0,Pennsylvania,4-year,14534.0,Public,In-State,Fees,Tuition
2313,9999.0,Pennsylvania,4-year,11261.0,Public,In-State,Room,Board
2314,2018.0,Pennsylvania,2-year,13679.0,Public,Out-of-State,Fees,Tuition
2315,,,,,,,,
2316,2018.0,Pennsylvania,4-year,9999999.0,Public,Out-of-State,Room,Board
2317,2018.0,Rhode Island,4-year,40361.0,Private,,Fees,Tuition
2318,2018.0,Rhode Island,4-year,14516.0,Private,,Room,Board
2319,2018.0,Rhode Island,2-year,4564.0,Public,In-State,,Tuition
2320,2018.0,Rhode Island,4-year,12239.0,Public,In-State,Fees,Tuition
2321,2018.0,Rhode Island,4-year,12041.0,Public,In-State,Room,Board
2322,2018.0,Rhode Island,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
2323,2018.0,Rhode Island,4-year,29013.0,Public,Out-of-State,Fees,Tuition
2324,2018.0,Rhode Island,4-year,12041.0,Public,Out-of-State,Room,Board
2325,2018.0,SC,4-year,24931.0,Private,,Fees,Tuition
2326,2018.0,SC,4-year,9490.0,Private,,Room,Board
2327,2018.0,SC,2-year,4502.0,Public,In-State,Fees,Tuition
2328,2018.0,SC,4-year,12579.0,Public,In-State,Fees,Tuition
2329,2018.0,SC,4-year,9553.0,Public,In-State,Room,Board
2330,2018.0,SC,2-year,9480.0,Public,Out-of-State,Fees,Tuition
2331,2018.0,SC,4-year,30919.0,Public,Out-of-State,Fees,Tuition
2332,2018.0,SC,4-year,9553.0,Public,Out-of-State,Room,Board
2333,,,,,,,,
2334,2018.0,South Dakota,4-year,7938.0,Private,,Room,Board
2335,2018.0,South Dakota,2-year,6026.0,Public,In-State,Fees,Tuition
2336,,,,,,,,
2337,2018.0,South Dakota,4-year,7881.0,Public,In-State,Room,Board
2338,2018.0,South Dakota,2-year,5853.0,Public,Out-of-State,Fees,Tuition
2339,2018.0,South Dakota,4-year,12060.0,Public,Out-of-State,Fees,Tuition
2340,2018.0,South Dakota,4-year,9999999.0,Public,Out-of-State,Room,Board
2341,2018.0,Tennessee,4-year,26939.0,Private,,Fees,Tuition
2342,2018.0,Tennessee,4-year,10223.0,Private,,Room,Board
2343,,,,,,,,
2344,2018.0,Tennessee,4-year,9574.0,Public,In-State,Fees,Tuition
2345,2018.0,Tennessee,4-year,9999999.0,Public,In-State,Room,Board
2346,2018.0,Tennessee,2-year,16140.0,Public,Out-of-State,Fees,Tuition
2347,2018.0,Tennessee,4-year,25378.0,Public,Out-of-State,Fees,Tuition
2348,2018.0,Tennessee,4-year,9376.0,Public,Out-of-State,Room,Board
2349,2018.0,Texas,4-year,32482.0,Private,,,Tuition
2350,,,,,,,,
2351,2018.0,Texas,2-year,2209.0,Public,In-State,Fees,Tuition
2352,2018.0,Texas,4-year,8645.0,Public,In-State,Fees,Tuition
2353,2018.0,Texas,4-year,9626.0,Public,In-State,Room,Board
2354,2018.0,Texas,2-year,6418.0,Public,Out-of-State,Fees,Tuition
2355,2018.0,Texas,4-year,24937.0,Public,Out-of-State,Fees,Tuition
2356,2018.0,Texas,4-year,9626.0,Public,Out-of-State,,Board
2357,2018.0,UT,4-year,7548.0,Private,,Fees,Tuition
2358,2018.0,UT,4-year,7841.0,Private,,,Board
2359,2018.0,UT,2-year,3781.0,Public,In-State,Fees,Tuition
2360,2018.0,UT,4-year,6557.0,Public,In-State,Fees,Tuition
2361,2018.0,UT,4-year,7617.0,Public,In-State,Room,Board
2362,2018.0,UT,2-year,12020.0,Public,Out-of-State,Fees,Tuition
2363,2018.0,UT,4-year,20168.0,Public,Out-of-State,Fees,Tuition
2364,2018.0,UT,4-year,7617.0,Public,Out-of-State,Room,Board
2365,2018.0,VT,4-year,42637.0,Private,,Fees,Tuition
2366,2018.0,VT,4-year,13536.0,Private,,Room,Board
2367,2018.0,VT,2-year,6414.0,Public,In-State,Fees,Tuition
2368,2018.0,VT,4-year,16103.0,Public,In-State,Fees,Tuition
2369,2018.0,VT,4-year,11679.0,Public,In-State,Room,Board
2370,2018.0,VT,2-year,12678.0,Public,Out-of-State,Fees,Tuition
2371,2018.0,VT,4-year,38968.0,Public,Out-of-State,Fees,Tuition
2372,2018.0,VT,4-year,11679.0,Public,Out-of-State,Room,Board
2373,2018.0,Virginia,4-year,23014.0,Private,,,Tuition
2374,2018.0,Virginia,4-year,10644.0,Private,,Room,Board
2375,2018.0,Virginia,2-year,5118.0,Public,In-State,,Tuition
2376,2018.0,Virginia,4-year,12637.0,Public,In-State,Fees,Tuition
2377,2018.0,Virginia,4-year,9999999.0,Public,In-State,Room,Board
2378,2018.0,Virginia,2-year,11275.0,Public,Out-of-State,Fees,Tuition
2379,2018.0,Virginia,4-year,33428.0,Public,Out-of-State,Fees,Tuition
2380,,,,,,,,
2381,2018.0,WA,4-year,36807.0,Private,,Fees,Tuition
2382,2018.0,WA,4-year,11711.0,Private,,Room,Board
2383,2018.0,WA,2-year,4078.0,Public,In-State,Fees,Tuition
2384,2018.0,WA,4-year,6830.0,Public,In-State,Fees,Tuition
2385,2018.0,WA,4-year,11492.0,Public,In-State,Room,Board
2386,2018.0,WA,2-year,5976.0,Public,Out-of-State,Fees,Tuition
2387,2018.0,WA,4-year,28263.0,Public,Out-of-State,Fees,Tuition
2388,2018.0,WA,4-year,11492.0,Public,Out-of-State,Room,Board
2389,2018.0,West Virginia,4-year,12341.0,Private,,Fees,Tuition
2390,2018.0,West Virginia,4-year,9999999.0,Private,,Room,Board
2391,2018.0,West Virginia,2-year,4076.0,Public,In-State,Fees,Tuition
2392,2018.0,West Virginia,4-year,7619.0,Public,In-State,Fees,Tuition
2393,2018.0,West Virginia,4-year,10184.0,Public,In-State,Room,Board
2394,2018.0,West Virginia,2-year,9410.0,Public,Out-of-State,Fees,Tuition
2395,2018.0,West Virginia,4-year,21032.0,Public,Out-of-State,Fees,Tuition
2396,,,,,,,,
2397,2018.0,Wisconsin,4-year,33156.0,Private,,Fees,Tuition
2398,,,,,,,,
2399,2018.0,Wisconsin,2-year,4337.0,Public,In-State,Fees,Tuition
2400,2018.0,Wisconsin,4-year,8475.0,Public,In-State,Fees,Tuition
2401,2018.0,Wisconsin,4-year,8069.0,Public,In-State,Room,Board
2402,2018.0,Wisconsin,2-year,6257.0,Public,Out-of-State,,Tuition
2403,2018.0,Wisconsin,4-year,23500.0,Public,Out-of-State,Fees,Tuition
2404,2018.0,Wisconsin,4-year,8069.0,Public,Out-of-State,Room,Board
2405,2018.0,Wyoming,2-year,3142.0,Public,In-State,Fees,Tuition
2406,2018.0,Wyoming,4-year,4443.0,Public,In-State,Fees,Tuition
2407,2018.0,Wyoming,4-year,10043.0,Public,In-State,,Board
2408,,,,,,,,
2409,2018.0,Wyoming,4-year,13731.0,Public,Out-of-State,Fees,Tuition
2410,2018.0,Wyoming,4-year,10043.0,Public,Out-of-State,Room,Board
2411,2019.0,Alabama,4-year,16119.0,Private,,Fees,Tuition
2412,2019.0,Alabama,4-year,10076.0,Private,,Room,Board
2413,2019.0,Alabama,2-year,4770.0,Public,In-State,Fees,Tuition
2414,2019.0,Alabama,4-year,10138.0,Public,In-State,Fees,Tuition
2415,2019.0,Alabama,4-year,9845.0,Public,In-State,Room,Board
2416,2019.0,Alabama,2-year,9612.0,Public,Out-of-State,Fees,Tuition
2417,,,,,,,,
2418,2019.0,Alabama,4-year,9845.0,Public,Out-of-State,Room,Board
2419,2019.0,Alaska,4-year,19315.0,Private,,Fees,Tuition
2420,2019.0,Alaska,4-year,7473.0,Private,,Room,Board
2421,2019.0,Alaska,4-year,8396.0,Public,In-State,,Tuition
2422,,,,,,,,
2423,2019.0,Alaska,4-year,24454.0,Public,Out-of-State,Fees,Tuition
2424,2019.0,Alaska,4-year,11167.0,Public,Out-of-State,Room,Board
2425,2019.0,Arizona,4-year,12711.0,Private,,,Tuition
2426,2019.0,Arizona,4-year,9708.0,Private,,Room,Board
2427,2019.0,Arizona,2-year,2161.0,Public,In-State,Fees,Tuition
2428,2019.0,Arizona,4-year,10666.0,Public,In-State,Fees,Tuition
2429,2019.0,Arizona,4-year,12439.0,Public,In-State,Room,Board
2430,2019.0,Arizona,2-year,8516.0,Public,Out-of-State,Fees,Tuition
2431,2019.0,Arizona,4-year,26383.0,Public,Out-of-State,Fees,Tuition
2432,2019.0,Arizona,4-year,9999999.0,Public,Out-of-State,Room,Board
2433,2019.0,AR,4-year,23179.0,Private,,Fees,Tuition
2434,2019.0,AR,4-year,8385.0,Private,,,Board
2435,2019.0,AR,2-year,3291.0,Public,In-State,Fees,Tuition
2436,2019.0,AR,4-year,8391.0,Public,In-State,Fees,Tuition
2437,2019.0,AR,4-year,9586.0,Public,In-State,Room,Board
2438,,,,,,,,
2439,2019.0,AR,4-year,20825.0,Public,Out-of-State,Fees,Tuition
2440,2019.0,AR,4-year,9586.0,Public,Out-of-State,Room,Board
2441,2019.0,California,4-year,35524.0,Private,,,Tuition
2442,2019.0,California,4-year,14336.0,Private,,Room,Board
2443,2019.0,California,2-year,1271.0,Public,In-State,Fees,Tuition
2444,2019.0,California,4-year,8118.0,Public,In-State,,Tuition
2445,9999.0,California,4-year,14546.0,Public,In-State,Room,Board
2446,2019.0,California,2-year,7849.0,Public,Out-of-State,Fees,Tuition
2447,2019.0,California,4-year,31423.0,Public,Out-of-State,Fees,Tuition
2448,2019.0,California,4-year,14546.0,Public,Out-of-State,Room,Board
2449,2019.0,Colorado,4-year,23560.0,Private,,Fees,Tuition
2450,2019.0,Colorado,4-year,12725.0,Private,,Room,Board
2451,2019.0,Colorado,2-year,3655.0,Public,In-State,Fees,Tuition
2452,2019.0,Colorado,4-year,9394.0,Public,In-State,Fees,Tuition
2453,2019.0,Colorado,4-year,12472.0,Public,In-State,Room,Board
2454,9999.0,Colorado,2-year,7967.0,Public,Out-of-State,Fees,Tuition
2455,2019.0,Colorado,4-year,30140.0,Public,Out-of-State,Fees,Tuition
2456,2019.0,Colorado,4-year,12472.0,Public,Out-of-State,Room,Board
2457,2019.0,Connecticut,4-year,41807.0,Private,,Fees,Tuition
2458,2019.0,Connecticut,4-year,14742.0,Private,,Room,Board
2459,2019.0,Connecticut,2-year,4434.0,Public,In-State,Fees,Tuition
2460,2019.0,Connecticut,4-year,12959.0,Public,In-State,Fees,Tuition
2461,2019.0,Connecticut,4-year,13244.0,Public,In-State,Room,Board
2462,2019.0,Connecticut,2-year,13202.0,Public,Out-of-State,Fees,Tuition
2463,2019.0,Connecticut,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2464,2019.0,Connecticut,4-year,13244.0,Public,Out-of-State,Room,Board
2465,,,,,,,,
2466,2019.0,Delaware,4-year,11952.0,Private,,Room,Board
2467,2019.0,Delaware,4-year,10607.0,Public,In-State,Fees,Tuition
2468,2019.0,Delaware,4-year,12839.0,Public,In-State,,Board
2469,2019.0,Delaware,4-year,30405.0,Public,Out-of-State,Fees,Tuition
